Sample,Twist_0.13R,Twist_0.19R,Twist_0.47R,Twist_0.50R,Twist_0.74R,Twist_0.82R,Twist_0.85R,Twist_0.86R,Twist_0.93R,Twist_1.00R
641,0.0,-1.4761600388510532,-6.023821785899459,-5.729489291928402,-12.581863647963546,-14.248939979864666,-14.874826584997905,-16.324716814585003,-11.499232614192103,-11.360703118773943
642,0.0,-1.917492546467964,-7.429602634652431,-8.637751689186858,-11.69448560186049,-13.827054044098585,-13.54244688923346,-16.08407511164684,-13.97341565060834,-10.07109796254787
643,0.0,-0.42944785455910583,-6.348175245822812,-7.659991052358124,-14.261988697133894,-13.314929999651007,-16.209732117430367,-15.04248713711161,-11.465475132322446,-12.575758451713627
644,0.0,-2.0156293325321615,-6.187623548156481,-9.186926053264179,-11.949639979895558,-15.111381409626041,-13.754264902796287,-13.572228368808128,-12.715543844271869,-13.025250928177545
645,0.0,-0.4210387522343826,-5.147814523581697,-6.617319180713743,-11.516792293490177,-14.130827863616352,-12.875210488721635,-15.37352055056937,-14.877128706613897,-10.961017521764438
646,0.0,-1.2614538014053085,-6.041410529099814,-7.2096606936812275,-12.442125103572554,-14.849509904264163,-14.715027520901902,-12.826149386240067,-11.797358020056338,-12.965433080388005
647,0.0,-1.3570472543390895,-5.975587597955299,-7.864600496217259,-11.674403814437063,-13.386701467903485,-15.262820101026591,-14.349391867204805,-12.881691039875756,-13.403441836380157
648,0.0,-0.05634797511813927,-7.490732434169599,-6.038316827426895,-10.963373448399116,-12.024496343756432,-12.747050773865704,-12.771583659686389,-12.587341878549843,-12.812596747981331
649,0.0,0.4553342664987672,-5.925306728573206,-9.00709893549868,-13.804192786974939,-12.167747983178547,-14.995025226496107,-16.492946722026392,-14.418396878673263,-11.246753987637941
650,0.0,0.009334350275369552,-8.470541471365658,-6.573134813149293,-13.03692455072056,-14.28177839537063,-14.703882687954094,-15.070438946858456,-12.362200210857534,-10.843570675102976
651,0.0,-3.1379897228072773,-6.837727200139708,-7.998047394804237,-10.490502527101413,-12.680086684554082,-15.747641558754081,-13.247162813952585,-14.921027437082333,-10.787108899763993
652,0.0,-1.5165049025173933,-6.011203276738277,-8.362061333956929,-12.835292023447941,-15.877468867660356,-13.831346052527422,-13.444664235036624,-12.087652525830254,-10.651431087994235
653,0.0,-2.0642565946458484,-7.302390288441076,-8.885274216826357,-10.572578832267112,-15.142238865882891,-16.0803099379863,-13.66833123436108,-14.496955581813635,-13.42321477090686
654,0.0,-3.048352804549709,-8.611424993220725,-8.366562025215003,-10.704623116276787,-12.914446997242148,-15.649570412271885,-14.439919627665873,-12.278984999697355,-10.386084061282864
655,0.0,0.19947886136714876,-7.740316100582237,-8.303685524569705,-11.492169707974867,-15.891932952481376,-15.665177027553248,-13.379035479574148,-12.755694701244838,-13.152055095242583
656,0.0,-2.807554305498814,-7.468233208091136,-7.397681556197881,-12.117058352438475,-14.10012225880472,-15.223666490077601,-13.048054628234143,-13.026276741385786,-11.675595649047654
657,0.0,-1.9209297422477156,-7.019762777408709,-7.733270858545582,-14.04324705750874,-13.396584470212265,-16.368267361047103,-12.693922344781793,-12.768209595378286,-12.113058021200146
658,0.0,-1.5305451371816696,-7.072528281327163,-8.003189172438606,-10.783595868234357,-13.487554358965662,-14.845737603378387,-13.038585805475824,-12.33493150276343,-12.358018669146439
659,0.0,-2.045493715246273,-7.636604686224284,-6.14112298706654,-12.68833860056404,-15.007638799014268,-12.569634544438555,-16.319754905829505,-13.500091873994213,-11.02798491741955
660,0.0,0.3995044411711204,-8.702618867372093,-8.44649867145838,-11.784535065396732,-15.633105322712208,-14.686479621088607,-14.862787542622799,-14.113311213164886,-10.021672052407155
661,0.0,-1.6753854830005337,-8.321188645689574,-7.6502954571250825,-13.733632231203082,-12.944074549775985,-14.34452838332647,-14.186114117833863,-13.417334857951168,-11.682736742165186
662,0.0,-0.4153040969664099,-8.888694061918606,-7.674911481461599,-11.172915922020332,-11.968091161307335,-16.204860453052692,-14.79528212872623,-14.68509210449215,-11.258150567532557
663,0.0,-0.9653361119713737,-5.864617725509831,-6.750028869605558,-13.144311191114168,-15.542995119314632,-12.61662080331806,-14.961388766027506,-11.392481306951131,-9.75354559233695
664,0.0,-1.222572954362788,-7.479241727415168,-7.845598432760502,-12.184771112257287,-13.97609360988363,-14.735070891042117,-14.607990818123088,-11.407937983732753,-11.008442044387888
665,0.0,0.3044886069811512,-5.09868990366364,-9.002320544960366,-11.789331829401204,-14.601001737459054,-13.20507846111531,-12.995654785324472,-11.756673087351775,-10.027334189519111
666,0.0,-0.8687323829339251,-7.57608544779316,-7.320756030214673,-13.391900068926407,-12.718966524964177,-12.624216460873672,-12.851375653658753,-11.915926758699436,-12.109815890493088
667,0.0,-2.4131439216756165,-8.820752561488696,-8.83916135533702,-13.047631862124398,-15.339722474684036,-14.573637687769883,-16.152910952756883,-11.82423771597914,-11.455138346853477
668,0.0,-2.974312857656067,-5.190121916667795,-8.828997335666857,-12.469310746900092,-14.387708294612812,-13.643565671107908,-15.369714481025511,-13.02552013754164,-12.127406478793812
669,0.0,0.13597972486171894,-5.781252204623618,-5.592240963608278,-14.344117334264665,-14.078312824304211,-15.299646584322883,-15.057487698786199,-14.05189754481041,-11.559957952517301
670,0.0,-2.739786567972748,-8.480265852101953,-6.46775676548185,-13.653677274269578,-12.32174217171972,-12.994303371234231,-14.034233583655546,-13.923847617759167,-10.570347653298269
671,0.0,-1.4727372434620851,-5.486911969698988,-8.38224888505566,-11.696041268576066,-13.833988180939533,-12.90975331448967,-16.4678246758587,-13.124569126138542,-11.522440203145491
672,0.0,-2.2548517331163507,-8.072906638737955,-7.360011198877729,-12.211558506225119,-15.003993334076284,-12.907057381740204,-13.164776517390024,-12.608785503786441,-13.398192154264343
673,0.0,-0.25053232363672784,-7.321004265577269,-7.15086369600227,-10.721090069491485,-15.389698131297274,-14.354450484605398,-12.904055328361814,-11.570076450890564,-12.930268337610613
674,0.0,-2.555140965969609,-7.767616369620075,-7.339773611878561,-12.855270226403949,-13.016806286504902,-13.27630902941631,-13.574802836678886,-13.510664830267816,-12.989740051761714
675,0.0,-2.0049734387548215,-6.026452391799909,-8.182577602133632,-14.288272940329085,-14.691837170898138,-15.880100691692473,-13.436025692497111,-13.516365977867054,-13.461621748035821
676,0.0,-2.9410469335732623,-7.069251686574753,-8.702715463350831,-12.690137355971098,-12.637712316324984,-12.51638378854425,-13.45206611840109,-15.167145408271866,-11.45216657844077
677,0.0,-0.22819152370371976,-5.525600754062964,-8.188983219178636,-12.056483016904494,-14.000697252846718,-15.945458481957687,-14.266132708289511,-11.894232961231864,-10.415232524069982
678,0.0,-2.609213943468934,-6.83394492436907,-8.870749098962511,-11.848130155254355,-14.253075074869699,-15.015276693623523,-13.012279205571573,-11.44910572394707,-13.156395534243316
679,0.0,-0.42368946011576236,-5.895670322991567,-7.760859258191997,-10.763933486381024,-15.141959547748899,-13.424258502177894,-15.712735427609664,-13.269200642940092,-13.370169675619163
680,0.0,0.13123468899237167,-5.750522344168033,-6.245904100441933,-13.032823171645664,-12.423525341717095,-16.370773410727022,-14.830263624140837,-12.389726303060321,-10.268000833833806
681,0.0,-0.11011188174794873,-8.216728768811793,-6.179373796511038,-13.520683408590582,-12.99613262563524,-14.224635680067468,-15.676489961717978,-14.292010839599635,-10.679069603826362
682,0.0,-3.0442332918294883,-5.096574992577594,-8.269282379660446,-10.553450231377646,-14.490526911253712,-14.91065838734213,-15.384493818476253,-12.311913777200632,-12.188381039453976
683,0.0,-0.6043663612072674,-6.752890070591663,-6.564378612718402,-12.19031341691257,-12.114191759075402,-13.701280342496215,-16.209224164509802,-12.595300325783755,-11.307546600016018
684,0.0,0.659347283974415,-7.513836847467223,-6.307466409222137,-12.501609417177162,-14.613441924327653,-13.202716911290864,-15.942566064976123,-11.422845034139158,-13.128194060721066
685,0.0,0.2390974389968683,-6.598086281966189,-9.024007891920055,-13.22786299787895,-15.927378673721176,-15.17912369389413,-14.740682204078846,-11.801141076029369,-13.263783151552676
686,0.0,-1.9813047602678877,-7.251204963995907,-6.176920409005943,-12.114691394061301,-15.501397094227842,-15.755961961882031,-14.91684951538704,-13.198784410408027,-11.16285622694473
687,0.0,-0.40685108793609936,-5.289981249546737,-7.787413556515019,-11.502718368898421,-13.420743004747653,-14.340861593849487,-12.680073424375161,-14.253055632804042,-12.861622761903046
688,0.0,-1.793321135586415,-5.440396841693523,-9.287456068482756,-11.975438917212664,-13.606525078431297,-14.583245749313713,-12.719221898066245,-11.807679575247711,-10.100272144623666
689,0.0,0.3596103229909766,-6.820971939007535,-7.754088290297785,-13.348831188395202,-13.299576438084,-13.662297428787967,-16.248919897473872,-11.413979538466764,-12.75301184002685
690,0.0,-1.5249966476482442,-8.665117587167448,-6.810372008740666,-11.900294327765371,-13.34535470925823,-13.39879153361981,-16.05657981325643,-13.85206278323984,-11.485692100994356
691,0.0,-2.7540646577316896,-8.113499966248165,-7.184763977117997,-11.349197375621008,-14.64249535600138,-13.562310799332463,-16.47306677600167,-11.651391235389907,-10.41639098658989
692,0.0,-0.3788727178948652,-8.162889309940581,-8.99843195829816,-12.287130098892504,-12.818291871373564,-13.241019498346636,-12.746226863022732,-13.03697108481771,-11.058623198109752
693,0.0,-0.7089044925841632,-6.554867498718886,-8.075815866245637,-13.820979871199913,-12.513636997807753,-14.028451304785822,-14.442704165589268,-12.528150178761265,-10.450841495589643
694,0.0,-2.47533739977415,-6.677676334068218,-9.113131829823597,-11.443280145339186,-13.736354534155232,-12.492074412076466,-13.817583376290354,-13.194334076414883,-13.154182339071065
695,0.0,-0.9718751246418131,-6.243927042728117,-8.541232514583205,-12.370757274545374,-14.091666479081928,-13.00440943991867,-13.09085878465486,-11.358714034598,-10.449825399981483
696,0.0,-1.0798395548307242,-7.2353017718526464,-6.590221480280546,-10.844964385579317,-15.256490656732447,-12.863769831326369,-12.908276805598032,-12.19610862055172,-10.4394088580671
697,0.0,-2.8029065721499364,-6.291676729775205,-8.30614925926234,-13.737602152265215,-13.906074669505688,-15.652056140023827,-15.55292263150346,-12.02044258257936,-12.429187437414013
698,0.0,0.5679483660115769,-5.444070779084726,-7.905454296992344,-12.372420330324985,-14.26731283424732,-14.941499844323001,-15.11811866233145,-14.199539507908927,-9.670536842435922
699,0.0,-2.5107790919163993,-7.86617327838459,-8.42967725996673,-12.091121457572651,-14.893009330555694,-13.827937109621805,-15.16466901151988,-12.097781558572953,-9.72943937576213
700,0.0,-0.29585705627170444,-7.087815604105524,-7.181982059610052,-10.956263353504074,-13.869592032784183,-15.745608988709895,-12.999288747056358,-12.886557721916475,-13.033930296543257
701,0.0,-1.0344088442757804,-8.390999150756716,-8.127042974225638,-11.940323658689671,-13.795445057644667,-14.89617773432836,-12.869386195557693,-12.18569723099258,-12.624698792850165
702,0.0,-2.6814188416171985,-6.2603135480162955,-9.373691898002907,-12.747904063397106,-12.362305387387,-15.783383718947944,-16.269011662193112,-11.325062998663665,-10.541412979437201
703,0.0,-3.204977480998673,-6.943200652784035,-7.194461802038823,-11.538757013192978,-15.679730480700142,-14.900219805023296,-13.809195150521866,-12.676368574124469,-10.653693079195847
704,0.0,-2.893158087907707,-7.95080609756534,-9.392499649347304,-11.692873689398379,-12.607915224651842,-13.265018418579487,-14.8429389790634,-12.751492547626999,-12.008758094141664
705,0.0,-1.4248548478997616,-8.638673895463143,-5.758301839510659,-11.361427618428404,-13.359746061827767,-14.743811185298485,-14.587761605876075,-13.846903567604876,-11.788568132384407
706,0.0,-2.051275847499202,-7.169909409823811,-7.067454101296337,-12.75298969712318,-14.275377617149026,-15.519545075824908,-14.253838538522656,-11.231526431507945,-12.544866381111271
707,0.0,-1.584547213036931,-7.132999763329458,-7.070656355889211,-12.499885529185375,-15.165015931686899,-14.132944112671927,-15.832696392436308,-13.653278813980583,-11.573040102557242
708,0.0,-1.5102580978457965,-5.98573841562166,-7.5087180256642885,-11.414865156859916,-11.964411334113326,-13.549106796415234,-15.345404110124855,-12.997762330641251,-11.814103215329945
709,0.0,0.4080533361806009,-5.399407635484041,-8.004568597368824,-13.946408949510028,-14.71659217583731,-15.403751451503332,-15.01258278034639,-11.928925642269114,-10.837411476108484
710,0.0,-2.885743979727448,-7.007317142324691,-7.499506218393069,-13.582346653592591,-11.959754815655382,-12.644551438367236,-13.796256756328113,-14.99395248858068,-10.14440327985091
711,0.0,0.579726696059844,-6.983252041800203,-8.086637726298992,-11.63426669841036,-12.45120224223443,-14.447517970454443,-13.731586396748414,-13.858311025202024,-12.46111373413588
712,0.0,-0.8036273567413628,-6.690322174022848,-8.364415364503541,-12.642004822794863,-14.93304926831279,-13.702389363393724,-15.235448485151453,-14.881924427711235,-12.030417510977998
713,0.0,-2.4892981940235273,-6.568423668922916,-7.26003601371796,-11.289517108388429,-14.816868009353302,-16.303893573723027,-13.497068571764286,-12.016314965737951,-10.298899548883595
714,0.0,-1.550405783589612,-6.981756058545373,-6.257381806361775,-12.322682477609309,-12.579055640645613,-12.765338960376425,-14.87556571543329,-12.94016029441974,-13.37404503768399
715,0.0,-0.5702289053943397,-6.714789992620345,-9.178933413220165,-10.538272923260427,-14.306822306275798,-14.648883245572723,-15.880218179927354,-12.96583331992039,-11.629198291855175
716,0.0,-0.5427770710609123,-6.109013814366944,-7.048628394972938,-13.255708662063288,-12.401150030083137,-12.662989791628785,-13.239821770806191,-12.323675959396468,-9.959625603782852
717,0.0,-1.6924512184084637,-6.748306246222937,-8.689380193039426,-11.272937284512683,-14.689367425425914,-15.993521254464222,-16.098590627014687,-14.032569300866244,-10.574981663132517
718,0.0,0.529452901372947,-7.293334590552032,-8.31149346089176,-13.106944077892106,-15.011447599531197,-12.675020875138141,-14.399425743443933,-12.25244993649559,-10.769477686091866
719,0.0,-0.4534302480469141,-7.930533211414097,-9.45911194198208,-12.309710623335748,-14.258499045293945,-12.83747195956803,-16.56190793343429,-14.657732483839514,-9.55880304016536
720,0.0,-0.26921441546597613,-6.609983540268505,-6.817136874822752,-12.244230055204861,-14.650090861509558,-16.389580629019488,-14.860847256650803,-12.568493625781258,-11.446695344061322
721,0.0,0.45648525426690734,-6.7629304946712665,-6.597736998985052,-13.975469851177555,-15.68194802830089,-12.73977700753358,-14.508509094423571,-11.555318118465603,-13.272041086069056
722,0.0,-1.4799822134488592,-5.802522012217604,-5.647329590187248,-10.7076983072424,-14.656320929325455,-14.46569575868562,-16.00202449133158,-11.81488395427617,-11.886944075245061
723,0.0,0.24925181857348244,-5.499172769492601,-9.537829684697405,-13.1266539782286,-14.489158519774332,-14.899754925051486,-16.2175459907902,-13.32808146652961,-11.119885581528255
724,0.0,-2.928093293808517,-7.525177516948748,-8.29515070724063,-11.215572780461404,-13.024296886103699,-14.106358740784124,-14.029504213865476,-15.092299009504822,-11.168938890254132
725,0.0,-0.25746329618042196,-5.483302483857565,-9.236421208372226,-12.330607920517371,-13.799937949806482,-14.180897341240309,-14.248088914952872,-11.834439169798932,-13.210684870179323
726,0.0,-0.5939989788085889,-5.728605383094954,-6.054052791697565,-10.35502584315511,-12.436167210769948,-12.79654813519739,-13.979984766352187,-11.58540927703786,-11.078101333258566
727,0.0,-2.3248973734371834,-7.156343275025257,-6.446245889312804,-12.195174130826697,-14.60901131177928,-13.173485733168631,-14.475784612456463,-11.882493363714863,-10.949845983973312
